date,tavg,prcp,tsun,is_holiday,SKU,sale_percent,month,day_of_week,mmdd,price_per_unit,qty_pred
2025-11-24,4.1,5.8,0.0,False,sw100045,0.2,11,0,11-24,62.78483333333334,0.021327997893725803
2025-11-24,4.1,5.8,0.0,False,sw10017,0.2,11,0,11-24,38.62076530612245,0.06375750809224076
2025-11-24,4.1,5.8,0.0,False,sw100171,0.2,11,0,11-24,49.72586805555556,0.08048660861955176
2025-11-24,4.1,5.8,0.0,False,sw100172,0.2,11,0,11-24,56.16460087719298,0.09779157275643997
2025-11-24,4.1,5.8,0.0,False,sw100173,0.2,11,0,11-24,46.144,0.01518483151483786
2025-11-24,4.1,5.8,0.0,False,sw100174,0.2,11,0,11-24,52.63,0.0014046060078290899
2025-11-24,4.1,5.8,0.0,False,sw100175,0.2,11,0,11-24,65.603,0.01158922954213696
2025-11-24,4.1,5.8,0.0,False,sw10018,0.2,11,0,11-24,38.01645,0.18447479177160353
2025-11-24,4.1,5.8,0.0,False,sw100181,0.2,11,0,11-24,49.65525846280156,0.24732530343318546
2025-11-24,4.1,5.8,0.0,False,sw100182,0.2,11,0,11-24,57.09616757436112,0.33582960963302444
2025-11-24,4.1,5.8,0.0,False,sw100183,0.2,11,0,11-24,48.32,0.004801798368421821
2025-11-24,4.1,5.8,0.0,False,sw100184,0.2,11,0,11-24,59.783,0.013233712859414765
2025-11-24,4.1,5.8,0.0,False,sw100185,0.2,11,0,11-24,59.60333333333333,0.009910915256734496
2025-11-24,4.1,5.8,0.0,False,sw10022,0.2,11,0,11-24,124.6375,0.005913516191019153
2025-11-24,4.1,5.8,0.0,False,sw100221,0.2,11,0,11-24,150.625,0.0028843897062958237
2025-11-24,4.1,5.8,0.0,False,sw100222,0.2,11,0,11-24,174.4007142857143,0.021304924354200564
2025-11-24,4.1,5.8,0.0,False,sw10036,0.2,11,0,11-24,54.1210559684143,0.4548637756091695
2025-11-24,4.1,5.8,0.0,False,sw100361,0.2,11,0,11-24,47.60020029239766,0.1105995446255668
2025-11-24,4.1,5.8,0.0,False,sw100362,0.2,11,0,11-24,37.401336158192095,0.43674604126084005
2025-11-24,4.1,5.8,0.0,False,sw10037,0.2,11,0,11-24,74.05478876052585,0.6783454473650763
2025-11-24,4.1,5.8,0.0,False,sw100371,0.2,11,0,11-24,66.30055167055167,0.08624425154473041
2025-11-24,4.1,5.8,0.0,False,sw100372,0.2,11,0,11-24,49.903819395711494,0.5836721528455584
